NumberOfVehicles,CrashDate,CrashTime,DayOfWeek,TypeOfCollision,LocationOfFirstHarmfulEvent,RoadwaySurfaceType,RoadwayDefect,LightCondition_Category,LightCondition_Value,RoadwayDescription,WorkZoneLocation,WeatherCondition,RoadwayAlignment,WorkZoneWorkersPresent,SchoolZone,IntersectionType,WorkZoneType,TrafficControlType,RoadwaySurfaceCondition,RelationToRoadway_Category,RelationToRoadway_Value,TrafficControlMechanicalDevice,WorkZoneRelated,Year,Meteorological Season,MonthName,DaytimeNighttime_NHTSA,ThreeHourLabel,Hour,CrashType,AlcoholInvolved,SpeedRelated,CommercialMotorVehiclesInvolved,PedestrianInvolved,BicycleInvolved,MotorcycleInvolved,MopedInvolved,TrainRelated,SchoolZoneInvolved,TeenDriverInvolved,DistractedDriverInvolved,DriverTextingInvolved,DriverUsingCellPhone,Single_Multi_Vehicle,Jurisdiction,TownName,LocationTypeName,Latitude,Longitude,Interstate_NonInterstate,RoadName,RouteNumber,RouteName,MileMarker,FunctionalClassCode,AtIntersection,SecondaryLocation,MatureDriverInvolved,MatureDriverFatalities,MatureDriverInjuries,LargeTruckInvolved,PedestrianFatalities,PedestrianInjuries,MotorcycleFatalities,MotorcycleInjuries,BicycleFatalities,BicycleInjuries,DistractedDriverFatalities,DistractedDriverInjuries,UnrestrainedInjuries,Number_Of_Fatalities,Number_Of_Injuries,Crash_UID,Is_Fatal,Is_Severe,Is_Minor,SeverityLabel
1,2024-11-15,05:15:00,Friday,Fixed Object - Off Road,On Roadway,Concrete,No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,Rain,Curve - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2024,Autumn,November,Nighttime,3:00am - 5:59am,5,Injury Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Newport News City,,Urban,37.19059,-76.56204,Interstate,I-64E,64.0,I-64,249.4,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,1,0,1,c2185355,0,0,1,Minor
1,2022-06-10,17:48:00,Friday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2022,Summer,June,Daytime,3:00pm - 5:59pm,17,Injury Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Montgomery County,Blacksburg,Urban,37.25877,-80.42414,Non-Interstate,US-460W,460.0,US-460,113.51,Other Freeways and Expressways,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,1,0,0,1,c6879516,0,0,1,Minor
1,2023-12-10,21:57:00,Sunday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,December,Nighttime,9:00pm - 11:59pm,21,Injury Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Single Vehicle Crashes,Prince George County,,Rural,37.01228,-77.3926,Non-Interstate,US-301N,301.0,CRATER RD,35.69,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c7293053,0,0,1,Minor
2,2023-07-23,13:05:00,Sunday,Rear End,On Roadway,Concrete,No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Activity Area,No Adverse Condition (Clear/Cloud),Straight - Level,No Workers Present,No,Not at Intersection,Work on Shoulder or Median,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,Yes,2023,Summer,July,Daytime,Noon - 2:59pm,13,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Hampton City,,Urban,37.00314,-76.32014,Interstate,I-64E,64.0,I-64,269.33,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6467755,0,0,1,Minor
2,2023-09-05,16:34:00,Tuesday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Autumn,September,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Newport News City,,Urban,37.06022,-76.46465,Non-Interstate,UR-7027S (CITY OF NEWPORT NEWS),,HARPERSVILLE RD,0.08,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7608342,0,0,1,Minor
1,2023-11-01,23:26:00,Wednesday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Autumn,November,Nighttime,9:00pm - 11:59pm,23,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Caroline County,,Rural,37.82739,-77.34482,Non-Interstate,VA-30W,30.0,DAWN BLVD,7.09,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3258848,0,0,1,Minor
1,2022-12-15,02:30:00,Thursday,Fixed Object - Off Road,"Off Roadway, Location Unknown","Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"One-Way, Not Divided",Not Provided,Rain,Grade - Curve,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Wet,Interchange Area,On Entrance/Exit Ramp,No Traffic Control Device Present,No,2022,Winter,December,Nighttime,Midnight - 2:59am,2,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Fairfax County,,Urban,38.92015,-77.21968,Interstate,VA-123N RAMP 23A,123.0,I-495 RAMP,0.03,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7354504,0,0,1,Minor
3,2024-03-28,14:45:00,Thursday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,Rain,Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Wet,Intersection Area,Within Intersection,Yes - Working,No,2024,Spring,March,Daytime,Noon - 2:59pm,14,Injury Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Norfolk City,,Urban,36.87468,-76.21076,Non-Interstate,US-13S,13.0,MILITARY HWY,49.61,Other Principal Arterial,At Intersection,NORTHAMPTON BLVD,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,3,c1853155,0,1,0,Severe
2,2022-02-07,12:30:00,Monday,Head On,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,Rain,Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Signal,Wet,Intersection Area,Within Intersection,Yes - Working,No,2022,Winter,February,Daytime,Noon - 2:59pm,12,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Williamsburg City,,Urban,37.29754,-76.72662,Non-Interstate,US-60W,60.0,RICHMOND RD,237.63,Other Principal Arterial,At Intersection,GOVERNOR BERKELEY RD,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4353379,0,0,1,Minor
1,2022-11-04,07:30:00,Friday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dawn,Dawn,"Two-Way, Not Divided",Not Provided,Fog,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2022,Autumn,November,Daytime,6:00am - 8:59am,7,Injury Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Single Vehicle Crashes,Prince George County,,Rural,37.1005,-77.32873,Non-Interstate,SC-638N (PRINCE GEORGE COUNTY),638.0,TEMPLETON RD,6.11,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c7058965,0,0,1,Minor
1,2023-02-20,22:02:00,Monday,Other,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Winter,February,Nighttime,9:00pm - 11:59pm,22,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Charles City County,,Rural,37.3945,-77.14206,Non-Interstate,SC-620W (CHARLES CITY COUNTY),620.0,LEWIS TYLER LN,0.02,Local,At Intersection,BARNETTS RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4677758,0,0,1,Minor
3,2023-01-19,16:56:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,January,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,James City County,,Urban,37.34086,-76.75515,Non-Interstate,US-60E,60.0,RICHMOND RD,234.14,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8807998,0,0,1,Minor
2,2022-07-02,23:20:00,Saturday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Summer,July,Nighttime,9:00pm - 11:59pm,23,Injury Crash,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Petersburg City,,Urban,37.23161,-77.39574,Interstate,I-95N,95.0,I-95,52.5,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c9214832,0,0,1,Minor
1,2022-12-11,01:30:00,Sunday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Winter,December,Nighttime,Midnight - 2:59am,1,Injury Crash,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Chesapeake City,,Urban,36.77725,-76.2478,Interstate,I-64W DIST/COLL AT MP290,64.0,I-64 RAMP,0.77,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c9339763,0,0,1,Minor
3,2023-05-02,17:54:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Spring,May,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,York County,,Urban,37.17802,-76.4793,Non-Interstate,US-17N,17.0,GEORGE WASHINGTON MEMORIAL HWY,63.48,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9581365,0,0,1,Minor
1,2024-11-28,03:10:00,Thursday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),On/Off Ramp,Not Provided,No,Not at Intersection,Not Provided,Slow or Warning Sign,Dry,Interchange Area,On Entrance/Exit Ramp,Yes - Working,No,2024,Autumn,November,Nighttime,3:00am - 5:59am,3,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Chesterfield County,,Urban,37.37883,-77.42167,Non-Interstate,US-1S,1.0,VA-1,81.58,Other Principal Arterial,At Intersection,VA-288,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6994961,0,0,1,Minor
2,2024-08-08,16:29:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,Rain,Curve - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Interchange Area,Main-Line Roadway,Yes - Working,No,2024,Summer,August,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Chesterfield County,,Urban,37.39148,-77.65911,Non-Interstate,SC-662E (CHESTERFIELD COUNTY),662.0,SPRING RUN RD,1.09,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9605268,0,0,1,Minor
1,2022-08-26,15:09:00,Friday,Pedestrian,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Yield Sign,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2022,Summer,August,Daytime,3:00pm - 5:59pm,15,Injury Crash,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Hampton City,,Urban,37.02187,-76.43975,Non-Interstate,US-258W,258.0,MERCURY BLVD,59.78,Other Principal Arterial,At Intersection,NEWMARKET DR,No,0,0,No,0,1,0,0,0,0,0,0,0,0,2,c1690388,0,1,0,Severe
1,2022-07-26,21:43:00,Tuesday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Summer,July,Nighttime,9:00pm - 11:59pm,21,Injury Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Hanover County,,Rural,37.7348,-77.45287,Interstate,I-95S,95.0,I-95,90.31,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,1,0,0,1,c7449421,0,0,1,Minor
2,2023-07-03,13:30:00,Monday,Angle,In Parking Lane or Zone,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Curve - Level,Not Provided,No,Not at Intersection,Not Provided,Other,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Summer,July,Daytime,Noon - 2:59pm,13,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.88263,-77.41398,Non-Interstate,SC-4648N (FAIRFAX COUNTY),4648.0,TABSCOTT DR,0.47,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1778124,0,0,1,Minor
1,2023-10-28,20:20:00,Saturday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Autumn,October,Nighttime,6:00pm - 8:59pm,20,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Mecklenburg County,,Rural,36.76566,-78.06966,Interstate,I-85N,85.0,I-85,17.12,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7441546,0,0,1,Minor
2,2022-08-22,09:30:00,Monday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Summer,August,Daytime,9:00am - 11:59am,9,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Frederick County,,Urban,39.18953,-78.19997,Non-Interstate,VA-37S,37.0,VA-37,5.33,Other Freeways and Expressways,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4155438,0,0,1,Minor
2,2023-02-23,07:25:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,February,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Prince William County,,Urban,38.79831,-77.5646,Interstate,I-66E,66.0,I-66,44.79,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1326154,0,0,1,Minor
2,2024-12-06,18:00:00,Friday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Winter,December,Nighttime,6:00pm - 8:59pm,18,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Carroll County,,Urban,36.70546,-80.84921,Non-Interstate,US-58W,58.0,CARROLLTON PIKE,195.19,Other Principal Arterial,At Intersection,MIDWAY HTS,No,0,0,No,0,0,0,0,0,0,0,0,0,0,7,c8024733,0,1,0,Severe
1,2022-05-26,10:11:00,Thursday,Other,Shoulder,"Blacktop, Asphalt, Bituminous",Soft or Low Shoulder,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,No Traffic Control,Dry,Intersection Area,Intersection Related - Within 150 Feet,No Traffic Control Device Present,No,2022,Spring,May,Daytime,9:00am - 11:59am,10,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Page County,,Rural,38.58713,-78.56373,Non-Interstate,SC-650S (PAGE COUNTY),650.0,RIVER RD,6.59,Minor Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c8479783,0,0,1,Minor
1,2022-10-03,20:00:00,Monday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2022,Autumn,October,Nighttime,6:00pm - 8:59pm,20,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Brunswick County,,Rural,36.66817,-77.80298,Non-Interstate,SC-611W (BRUNSWICK COUNTY),611.0,DRY BREAD RD,16.04,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3554304,0,0,1,Minor
1,2023-12-05,01:36:00,Tuesday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2023,Winter,December,Nighttime,Midnight - 2:59am,1,Injury Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Roanoke City,,Urban,37.26672,-79.92817,Non-Interstate,HIGHLAND AVE SE (PR - CITY OF ROANOKE),,HIGHLAND AVE,0.56,Local,At Intersection,9TH ST,No,0,0,No,0,0,0,0,0,0,0,0,2,0,2,c5059019,0,1,0,Severe
1,2023-09-16,22:25:00,Saturday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,Yes,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Autumn,September,Nighttime,9:00pm - 11:59pm,22,Property Damage Crash,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Single Vehicle Crashes,Manassas City,,Urban,38.74811,-77.47095,Non-Interstate,MAIN ST (NP - CITY OF MANASSAS),,MAIN ST,0.64,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8864890,0,0,1,Minor
2,2022-07-15,20:29:00,Friday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2022,Summer,July,Nighttime,6:00pm - 8:59pm,20,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.57206,-77.44445,Non-Interstate,BROOKLAND PARK BLVD W (NP - CITY OF RICHMOND),,BROOKLAND PARK BLVD,0.65,Minor Arterial,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c0827947,0,0,1,Minor
2,2024-09-19,10:08:00,Thursday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Autumn,September,Daytime,9:00am - 11:59am,10,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Albemarle County,,Rural,38.00085,-78.34233,Non-Interstate,SC-616S (ALBEMARLE COUNTY),616.0,BLACK CAT RD,2.19,Minor Collector,At Intersection,CLUB DR,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8691105,0,0,1,Minor
3,2023-08-15,07:15:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Passing Lines,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Summer,August,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Campbell County,,Rural,37.2634,-79.07473,Non-Interstate,SC-615W (CAMPBELL COUNTY),615.0,RED HOUSE RD,1.29,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3949659,0,0,1,Minor
4,2022-10-20,16:00:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Autumn,October,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Norfolk City,,Urban,36.89028,-76.23063,Interstate,I-64E,64.0,I-64,280.36,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8326122,0,0,1,Minor
2,2022-06-28,07:45:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Activity Area,No Adverse Condition (Clear/Cloud),Straight - Level,No Workers Present,No,Not at Intersection,Work on Shoulder or Median,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,Yes,2022,Summer,June,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Chesterfield County,,Urban,37.34949,-77.36263,Non-Interstate,VA-10W,10.0,HUNDRED RD,19.85,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3551659,0,0,1,Minor
2,2022-09-02,13:31:00,Friday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,No Traffic Control,Dry,Intersection Area,Within Intersection,No Traffic Control Device Present,No,2022,Autumn,September,Daytime,Noon - 2:59pm,13,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.75126,-77.08316,Non-Interstate,US-1N,1.0,RICHMOND HWY,188.01,Other Principal Arterial,At Intersection,WOODLAWN TRL,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9999753,0,0,1,Minor
